game_pk,pitcher,np,ip,k,hits,bb
717797,425794,98.0,6.0,2.0,8.0,1.0
717798,659275,91.0,5.0,5.0,6.0,3.0
717799,656288,101.0,6.0,7.0,7.0,0.0
717800,642547,95.0,6.0,5.0,3.0,2.0
717801,663556,96.0,7.0,5.0,4.0,1.0
717802,669456,104.0,7.0,9.0,3.0,1.0
717803,656605,106.0,7.0,7.0,2.0,2.0
717804,676684,11.0,1.0,0.0,1.0,0.0
717805,592332,101.0,5.0,4.0,7.0,4.0
717806,592836,83.0,5.0,5.0,2.0,2.0
717807,693821,98.0,6.0,1.0,8.0,1.0
717808,502043,90.0,7.0,4.0,7.0,0.0
717810,657376,82.0,6.0,4.0,4.0,0.0
717785,674072,85.0,5.0,6.0,9.0,1.0
717786,682243,89.0,6.0,6.0,1.0,3.0
717789,621076,93.0,6.0,4.0,5.0,3.0
717790,669438,45.0,3.0,1.0,3.0,1.0
717791,669461,86.0,6.0,5.0,7.0,2.0
717792,641540,90.0,5.0,3.0,6.0,5.0
717793,425844,81.0,6.0,4.0,6.0,0.0
717794,572020,98.0,7.0,8.0,4.0,1.0
717772,605397,90.0,6.0,5.0,7.0,1.0
717773,669923,92.0,6.0,10.0,3.0,0.0
717774,660261,16.0,1.0,1.0,1.0,0.0
717775,605200,85.0,3.0,4.0,6.0,3.0
717776,664062,90.0,6.0,6.0,2.0,2.0
717777,543475,94.0,6.0,4.0,5.0,3.0
717778,686613,99.0,7.0,4.0,4.0,3.0
717779,453286,76.0,4.0,2.0,7.0,0.0
717780,674003,64.0,5.0,3.0,2.0,1.0
717781,656427,101.0,5.0,3.0,10.0,3.0
717782,592791,95.0,6.0,4.0,6.0,2.0
717783,641154,97.0,6.0,9.0,4.0,1.0
717787,665152,95.0,6.0,6.0,8.0,0.0
717788,676710,80.0,4.0,5.0,5.0,3.0
717757,518876,102.0,6.0,7.0,3.0,4.0
717758,608379,94.0,7.0,5.0,4.0,1.0
717759,622491,101.0,6.0,6.0,2.0,6.0
717760,477132,97.0,6.0,5.0,6.0,2.0
717761,665622,79.0,5.0,5.0,8.0,1.0
717762,664285,95.0,7.0,6.0,5.0,0.0
717763,592767,83.0,6.0,4.0,9.0,1.0
717764,663738,102.0,7.0,3.0,7.0,2.0
717765,571760,95.0,4.0,5.0,5.0,4.0
717766,434378,107.0,6.0,6.0,3.0,0.0
717767,656756,98.0,7.0,7.0,7.0,2.0
717768,676477,92.0,7.0,7.0,6.0,1.0
717769,680694,98.0,7.0,1.0,4.0,0.0
717770,681857,89.0,4.0,2.0,5.0,2.0
717771,641927,93.0,6.0,7.0,6.0,1.0
717784,547179,94.0,6.0,3.0,9.0,2.0
717746,664299,92.0,6.0,2.0,5.0,0.0
717747,573186,96.0,6.0,5.0,4.0,2.0
717748,675627,92.0,5.0,7.0,7.0,1.0
717750,677960,43.0,2.0,2.0,7.0,0.0
717751,543135,105.0,7.0,9.0,5.0,2.0
717752,543243,79.0,4.0,3.0,3.0,4.0
717753,669330,90.0,7.0,8.0,5.0,1.0
717754,700363,99.0,6.0,6.0,6.0,1.0
717755,669194,82.0,4.0,5.0,10.0,2.0
717756,621112,104.0,6.0,9.0,7.0,1.0
717731,686218,89.0,6.0,3.0,0.0,2.0
717732,506433,88.0,5.0,5.0,8.0,1.0
717733,693433,91.0,6.0,9.0,3.0,0.0
717735,676664,95.0,7.0,7.0,4.0,0.0
717736,663903,90.0,6.0,5.0,8.0,2.0
717737,641585,92.0,7.0,3.0,4.0,1.0
717738,657746,99.0,7.0,7.0,7.0,0.0
717739,668678,95.0,7.0,7.0,6.0,0.0
717740,527054,85.0,6.0,4.0,1.0,1.0
717741,527048,95.0,6.0,3.0,3.0,2.0
717742,656557,59.0,5.0,2.0,4.0,1.0
717743,656731,90.0,6.0,7.0,4.0,0.0
717744,543294,88.0,5.0,1.0,5.0,0.0
717745,694363,93.0,6.0,2.0,5.0,3.0
717749,592866,86.0,5.0,2.0,7.0,3.0
717717,605483,102.0,6.0,12.0,2.0,3.0
717718,673540,99.0,7.0,8.0,5.0,1.0
717719,674072,88.0,6.0,3.0,7.0,2.0
717720,489119,77.0,5.0,4.0,2.0,2.0
717721,676272,92.0,6.0,5.0,7.0,3.0
717722,669302,80.0,6.0,3.0,6.0,3.0
717723,641540,89.0,6.0,3.0,6.0,1.0
717724,693821,92.0,6.0,4.0,4.0,0.0
717725,621076,83.0,6.0,6.0,5.0,0.0
717726,594577,76.0,6.0,1.0,8.0,1.0
717727,656232,99.0,5.0,3.0,5.0,3.0
717728,592254,24.0,2.0,2.0,0.0,0.0
717729,657006,74.0,5.0,4.0,5.0,1.0
717734,663623,88.0,5.0,4.0,4.0,2.0
717702,664062,90.0,6.0,7.0,6.0,2.0
717703,605397,85.0,6.0,1.0,6.0,1.0
717704,682243,85.0,7.0,6.0,4.0,0.0
717705,663687,96.0,6.0,7.0,4.0,0.0
717706,605200,74.0,4.0,2.0,9.0,1.0
717707,669854,94.0,6.0,5.0,7.0,2.0
717708,592791,81.0,6.0,1.0,8.0,2.0
717709,592351,56.0,3.0,2.0,6.0,3.0
717710,642547,103.0,6.0,9.0,2.0,3.0
717711,686973,99.0,5.0,4.0,9.0,2.0
717712,425844,89.0,5.0,3.0,8.0,1.0
717713,471911,61.0,4.0,4.0,5.0,3.0
717714,571578,102.0,6.0,3.0,11.0,2.0
717715,678394,102.0,7.0,8.0,4.0,3.0
717716,450203,98.0,5.0,8.0,5.0,3.0
717730,672391,32.0,3.0,4.0,2.0,1.0
717692,681857,100.0,6.0,8.0,6.0,1.0
717693,641154,104.0,6.0,9.0,6.0,3.0
717694,686613,98.0,6.0,7.0,7.0,2.0
717695,621383,63.0,4.0,3.0,5.0,0.0
717696,669203,86.0,5.0,3.0,8.0,2.0
717697,676254,28.0,2.0,0.0,3.0,1.0
717698,674370,96.0,6.0,7.0,5.0,2.0
717699,680686,102.0,5.0,6.0,9.0,1.0
717700,663773,54.0,4.0,5.0,3.0,0.0
717701,682227,86.0,6.0,5.0,6.0,0.0
717675,656302,101.0,6.0,9.0,5.0,2.0
717678,672282,98.0,7.0,8.0,2.0,1.0
717679,650644,100.0,7.0,6.0,5.0,3.0
717680,607067,74.0,6.0,2.0,7.0,1.0
717681,547179,93.0,6.0,7.0,5.0,3.0
717682,664285,94.0,8.0,9.0,4.0,1.0
717683,641927,95.0,6.0,4.0,8.0,0.0
717684,543037,105.0,8.0,8.0,4.0,1.0
717685,594902,80.0,4.0,4.0,3.0,4.0
717686,670912,101.0,6.0,3.0,5.0,0.0
717687,607192,85.0,5.0,7.0,6.0,2.0
717688,543101,88.0,5.0,6.0,8.0,1.0
717689,624133,99.0,6.0,7.0,4.0,2.0
717690,691587,80.0,6.0,9.0,3.0,0.0
717691,669022,98.0,6.0,8.0,9.0,2.0
717662,660271,101.0,7.0,12.0,5.0,2.0
717663,668909,84.0,6.0,4.0,4.0,3.0
717665,543243,92.0,5.0,5.0,6.0,2.0
717666,666745,81.0,6.0,3.0,2.0,1.0
717667,656629,86.0,4.0,5.0,4.0,3.0
717668,571510,81.0,6.0,7.0,6.0,0.0
717669,671096,88.0,6.0,10.0,4.0,0.0
717670,664299,82.0,3.0,1.0,4.0,5.0
717671,448179,97.0,6.0,4.0,4.0,2.0
717672,527054,88.0,5.0,3.0,2.0,4.0
717673,592866,75.0,7.0,4.0,5.0,0.0
717674,676254,16.0,0.6699999999999999,1.0,0.0,2.0
717676,645261,96.0,7.0,6.0,10.0,2.0
717677,671737,83.0,6.0,8.0,3.0,0.0
717652,593334,93.0,4.0,4.0,8.0,2.0
717654,666129,88.0,7.0,13.0,3.0,0.0
717657,605400,103.0,6.0,5.0,2.0,2.0
717658,657746,112.0,9.0,9.0,3.0,0.0
717659,663556,66.0,4.0,3.0,4.0,2.0
717660,671106,89.0,4.0,5.0,2.0,3.0
717661,622072,76.0,4.0,2.0,4.0,4.0
717847,663623,87.0,6.0,6.0,5.0,1.0
717641,657277,98.0,7.0,5.0,5.0,2.0
717642,605397,90.0,7.0,7.0,6.0,0.0
717643,686218,87.0,6.0,4.0,3.0,2.0
717644,607536,88.0,5.0,3.0,9.0,2.0
717645,608337,105.0,6.0,10.0,3.0,1.0
717646,605135,83.0,5.0,4.0,5.0,2.0
717647,666214,96.0,6.0,4.0,5.0,4.0
717648,669456,82.0,6.0,8.0,5.0,2.0
717649,621107,98.0,6.0,7.0,7.0,2.0
717650,596133,82.0,4.0,3.0,7.0,1.0
717651,502043,86.0,3.0,4.0,7.0,3.0
717653,666200,96.0,8.0,9.0,2.0,1.0
717655,657376,91.0,6.0,3.0,6.0,1.0
717656,592836,91.0,6.0,5.0,3.0,1.0
717625,676440,105.0,6.0,7.0,3.0,4.0
717626,676272,80.0,5.0,3.0,10.0,3.0
717628,665152,87.0,7.0,5.0,5.0,1.0
717629,458681,105.0,6.0,7.0,6.0,1.0
717630,663773,65.0,5.0,2.0,0.0,3.0
717631,668933,87.0,5.0,2.0,10.0,0.0
717632,630023,96.0,6.0,3.0,9.0,2.0
717633,681857,88.0,6.0,9.0,4.0,1.0
717634,621244,96.0,6.0,8.0,6.0,2.0
717635,650911,75.0,6.0,4.0,5.0,0.0
717636,622663,95.0,6.0,4.0,5.0,2.0
717637,425794,72.0,4.0,0.0,11.0,1.0
717638,663362,62.0,5.0,2.0,4.0,1.0
717639,676254,27.0,1.0,2.0,2.0,1.0
717640,502624,57.0,3.0,1.0,10.0,2.0
717610,607625,84.0,6.0,4.0,7.0,0.0
717612,543101,78.0,6.0,3.0,5.0,0.0
717613,650644,94.0,6.0,5.0,6.0,2.0
717614,621383,63.0,3.0,4.0,3.0,2.0
717615,664062,61.0,5.0,3.0,5.0,1.0
717616,596295,71.0,6.0,3.0,5.0,1.0
717617,579328,101.0,7.0,8.0,2.0,2.0
717618,686651,71.0,3.0,2.0,4.0,3.0
717619,607192,89.0,5.0,12.0,4.0,1.0
717620,691587,83.0,6.0,9.0,4.0,1.0
717621,547179,86.0,5.0,4.0,7.0,1.0
717622,543037,107.0,5.0,7.0,9.0,1.0
717623,669461,56.0,3.0,3.0,4.0,2.0
717624,554430,107.0,6.0,8.0,9.0,2.0
717627,680694,103.0,7.0,7.0,2.0,2.0
717602,622491,103.0,7.0,7.0,7.0,1.0
717606,571760,101.0,6.0,5.0,6.0,3.0
717607,434378,100.0,5.0,5.0,5.0,2.0
717608,672282,105.0,7.0,10.0,2.0,2.0
717609,675911,100.0,7.0,10.0,3.0,2.0
717611,608344,45.0,3.0,3.0,3.0,0.0
717590,693433,88.0,5.0,6.0,6.0,1.0
717591,663903,95.0,6.0,3.0,4.0,2.0
717592,660271,102.0,7.0,10.0,4.0,2.0
717593,668678,96.0,6.0,4.0,5.0,2.0
717594,657756,93.0,5.0,3.0,5.0,1.0
717595,621112,90.0,6.0,5.0,4.0,1.0
717596,592791,90.0,5.0,8.0,7.0,1.0
717597,656849,110.0,6.0,5.0,5.0,3.0
717598,656756,91.0,7.0,6.0,6.0,1.0
717599,527048,88.0,6.0,4.0,4.0,2.0
717600,693821,98.0,6.0,4.0,4.0,4.0
717601,669330,99.0,6.0,7.0,4.0,1.0
717603,448179,101.0,6.0,4.0,9.0,2.0
717604,592332,106.0,6.0,12.0,3.0,1.0
717605,676477,92.0,5.0,7.0,11.0,0.0
717575,605200,84.0,7.0,3.0,2.0,2.0
717576,642545,59.0,3.0,0.0,7.0,2.0
717577,680735,68.0,4.0,2.0,4.0,4.0
717578,607536,100.0,5.0,7.0,4.0,5.0
717579,676664,92.0,5.0,5.0,5.0,3.0
717580,641540,100.0,9.0,10.0,4.0,0.0
717581,673540,102.0,5.0,8.0,5.0,2.0
717582,571945,86.0,6.0,4.0,7.0,3.0
717583,672391,24.0,2.0,1.0,2.0,0.0
717584,592767,86.0,4.0,2.0,9.0,1.0
717585,656605,104.0,6.0,5.0,4.0,2.0
717586,670950,40.0,3.0,5.0,1.0,1.0
717587,669302,100.0,6.0,4.0,8.0,2.0
717588,663465,71.0,5.0,8.0,3.0,1.0
717589,502043,95.0,5.0,5.0,9.0,1.0
717560,663776,96.0,5.0,8.0,8.0,2.0
717564,605135,104.0,6.0,12.0,3.0,3.0
717565,453286,102.0,6.0,9.0,7.0,2.0
717566,425794,58.0,2.0,1.0,6.0,3.0
717567,543294,85.0,7.0,4.0,6.0,0.0
717568,694297,69.0,3.0,3.0,7.0,2.0
717569,678394,99.0,8.0,5.0,2.0,1.0
717570,674003,90.0,5.0,8.0,4.0,3.0
717571,682847,69.0,5.0,0.0,6.0,3.0
717572,502624,87.0,4.0,6.0,6.0,2.0
717573,425844,82.0,6.0,0.0,11.0,2.0
717574,663687,91.0,6.0,2.0,9.0,2.0
717548,682243,61.0,4.0,6.0,1.0,1.0
717549,656288,112.0,6.0,9.0,3.0,4.0
717551,665622,100.0,5.0,4.0,4.0,5.0
717552,596295,84.0,7.0,7.0,6.0,1.0
717553,679525,95.0,5.0,5.0,6.0,4.0
717554,592351,97.0,6.0,4.0,7.0,2.0
717555,621244,98.0,6.0,8.0,5.0,0.0
717556,471911,92.0,5.0,6.0,5.0,3.0
717557,668933,94.0,7.0,7.0,3.0,2.0
717558,647336,98.0,6.0,7.0,6.0,0.0
717559,657006,96.0,7.0,6.0,3.0,1.0
717561,665152,89.0,4.0,5.0,7.0,2.0
717562,674370,73.0,4.0,0.0,4.0,1.0
717563,650911,87.0,6.0,6.0,7.0,1.0
717533,542881,92.0,5.0,3.0,5.0,2.0
717534,669923,101.0,7.0,7.0,2.0,2.0
717535,434378,102.0,7.0,6.0,5.0,1.0
717536,450203,106.0,6.0,5.0,4.0,1.0
717537,663738,108.0,5.0,4.0,5.0,3.0
717538,666205,86.0,5.0,4.0,6.0,4.0
717539,682227,86.0,6.0,5.0,3.0,1.0
717540,670912,97.0,6.0,1.0,9.0,3.0
717541,680694,94.0,6.0,7.0,7.0,1.0
717542,543135,97.0,7.0,5.0,2.0,4.0
717543,554430,85.0,5.0,6.0,7.0,0.0
717544,663567,45.0,3.0,2.0,2.0,1.0
717545,656427,96.0,6.0,4.0,4.0,2.0
717546,573186,94.0,6.0,7.0,5.0,2.0
717547,579328,86.0,5.0,7.0,7.0,2.0
717550,669461,56.0,5.0,1.0,7.0,1.0
717518,621112,97.0,5.0,5.0,6.0,4.0
717519,622491,95.0,6.0,6.0,7.0,0.0
717520,571760,85.0,5.0,8.0,3.0,1.0
717521,592791,95.0,5.0,6.0,6.0,0.0
717522,672282,97.0,6.0,9.0,3.0,2.0
717523,657756,69.0,5.0,4.0,7.0,1.0
717524,656756,96.0,7.0,6.0,2.0,3.0
717525,656849,61.0,4.0,3.0,3.0,3.0
717526,671096,101.0,8.0,12.0,4.0,1.0
717527,663903,108.0,7.0,4.0,4.0,3.0
717528,624133,93.0,6.0,5.0,7.0,3.0
717529,608344,82.0,5.0,1.0,6.0,3.0
717530,592332,98.0,5.0,7.0,5.0,1.0
717531,448179,102.0,5.0,8.0,3.0,2.0
717532,675911,109.0,7.0,9.0,6.0,1.0
717505,605483,100.0,5.0,7.0,7.0,4.0
717506,675627,79.0,4.0,3.0,5.0,2.0
717510,657746,94.0,6.0,9.0,6.0,1.0
717511,527054,93.0,6.0,7.0,9.0,1.0
717512,668909,91.0,7.0,2.0,7.0,2.0
717513,593334,86.0,5.0,5.0,9.0,0.0
717514,527048,57.0,2.0,0.0,6.0,2.0
717515,666129,90.0,6.0,6.0,7.0,0.0
717516,657277,100.0,7.0,11.0,7.0,2.0
717517,663623,89.0,6.0,3.0,6.0,1.0
717492,686218,80.0,4.0,4.0,4.0,4.0
717494,669373,57.0,4.0,6.0,0.0,0.0
717495,669456,97.0,5.0,4.0,6.0,5.0
717496,608337,96.0,6.0,4.0,4.0,2.0
717497,605397,100.0,7.0,11.0,3.0,1.0
717498,605200,94.0,6.0,6.0,5.0,2.0
717499,621107,102.0,7.0,9.0,4.0,0.0
717500,628317,87.0,7.0,9.0,3.0,1.0
717501,657514,18.0,2.0,2.0,1.0,0.0
717502,666200,93.0,6.0,8.0,5.0,2.0
717503,489119,87.0,5.0,4.0,9.0,2.0
717504,656232,96.0,7.0,4.0,2.0,4.0
717507,571578,93.0,5.0,2.0,10.0,3.0
717508,657376,80.0,6.0,7.0,5.0,0.0
717509,676775,67.0,4.0,2.0,6.0,1.0
717477,674072,87.0,6.0,2.0,2.0,3.0
717478,607625,99.0,6.0,6.0,5.0,1.0
717479,676272,101.0,6.0,7.0,5.0,1.0
717482,641154,100.0,9.0,12.0,4.0,0.0
717483,605288,104.0,5.0,4.0,6.0,3.0
717484,678394,107.0,7.0,3.0,8.0,0.0
717485,593958,79.0,4.0,7.0,6.0,0.0
717486,615698,99.0,5.0,3.0,11.0,0.0
717487,681190,75.0,5.0,1.0,3.0,3.0
717488,663773,69.0,3.0,3.0,5.0,3.0
717489,641585,102.0,6.0,4.0,6.0,1.0
717490,502171,88.0,6.0,7.0,6.0,0.0
717491,641793,37.0,2.0,2.0,4.0,0.0
717493,680686,102.0,5.0,6.0,8.0,4.0
717462,628711,88.0,6.0,8.0,3.0,1.0
717467,669854,99.0,6.0,9.0,3.0,2.0
717468,458681,102.0,7.0,11.0,1.0,1.0
717469,676440,91.0,5.0,4.0,4.0,4.0
717470,669194,66.0,3.0,1.0,9.0,0.0
717471,676710,73.0,4.0,3.0,7.0,1.0
717472,542888,44.0,3.0,5.0,3.0,0.0
717473,691587,93.0,6.0,7.0,3.0,2.0
717474,642547,104.0,6.0,10.0,4.0,3.0
717475,622663,77.0,3.0,3.0,10.0,1.0
717476,547179,60.0,5.0,4.0,3.0,0.0
717480,669947,73.0,5.0,1.0,11.0,0.0
717481,669022,17.0,2.0,1.0,1.0,0.0
717448,548389,65.0,4.0,3.0,4.0,0.0
717452,668678,96.0,7.0,5.0,4.0,0.0
717453,686613,88.0,4.0,7.0,8.0,3.0
717454,506433,100.0,5.0,4.0,7.0,3.0
717455,656302,107.0,6.0,8.0,11.0,0.0
717456,664062,77.0,7.0,5.0,7.0,1.0
717457,656412,72.0,4.0,2.0,6.0,2.0
717458,641927,93.0,6.0,5.0,4.0,3.0
717459,669203,90.0,6.0,6.0,3.0,4.0
717460,607192,88.0,6.0,8.0,2.0,1.0
717461,657514,31.0,2.0,3.0,1.0,1.0
717463,650644,100.0,7.0,9.0,2.0,0.0
717464,607074,69.0,6.0,2.0,4.0,2.0
717465,592866,110.0,6.0,5.0,7.0,3.0
717466,645261,95.0,7.0,5.0,8.0,0.0
717436,605483,105.0,6.0,11.0,1.0,3.0
717437,681911,15.0,1.0,2.0,1.0,0.0
717438,666129,78.0,5.0,3.0,6.0,0.0
717439,669459,18.0,2.0,3.0,0.0,0.0
717440,664285,105.0,6.0,6.0,5.0,2.0
717441,671737,93.0,5.0,4.0,5.0,2.0
717442,666159,91.0,7.0,5.0,0.0,3.0
717443,668909,94.0,6.0,7.0,8.0,1.0
717444,607067,91.0,5.0,7.0,7.0,1.0
717445,657053,81.0,5.0,5.0,5.0,1.0
717446,543243,91.0,6.0,5.0,6.0,3.0
717447,543037,103.0,8.0,5.0,5.0,1.0
717449,572020,93.0,6.0,3.0,6.0,1.0
717450,663623,79.0,5.0,1.0,5.0,2.0
717451,676254,45.0,2.0,4.0,3.0,1.0
717422,657277,103.0,9.0,10.0,7.0,0.0
717423,605397,88.0,6.0,7.0,3.0,0.0
717424,608337,90.0,7.0,5.0,2.0,3.0
717425,605200,92.0,6.0,6.0,4.0,2.0
717426,666200,83.0,7.0,9.0,4.0,1.0
717427,489119,95.0,6.0,8.0,4.0,3.0
717428,657746,98.0,5.0,10.0,5.0,2.0
717429,621107,77.0,5.0,5.0,4.0,0.0
717430,656232,90.0,6.0,5.0,4.0,1.0
717431,669373,63.0,4.0,5.0,2.0,2.0
717432,571578,91.0,7.0,6.0,5.0,1.0
717433,593334,74.0,7.0,9.0,1.0,3.0
717434,669456,91.0,7.0,6.0,9.0,0.0
717435,605463,14.0,1.0,0.0,2.0,0.0
717405,660271,94.0,6.0,7.0,5.0,3.0
717406,622491,91.0,5.0,5.0,4.0,0.0
717407,571945,34.0,3.0,2.0,0.0,0.0
717409,686610,74.0,4.0,5.0,3.0,2.0
717410,596295,78.0,6.0,2.0,6.0,0.0
717412,668933,74.0,7.0,2.0,5.0,2.0
717413,434378,104.0,5.0,6.0,2.0,6.0
717414,450203,83.0,7.0,4.0,3.0,1.0
717415,592351,88.0,6.0,4.0,5.0,2.0
717416,448179,91.0,6.0,2.0,7.0,2.0
717417,665152,97.0,6.0,8.0,2.0,2.0
717418,650911,79.0,5.0,5.0,3.0,1.0
717419,543294,84.0,5.0,5.0,8.0,0.0
717420,621244,90.0,6.0,4.0,7.0,1.0
717389,672282,94.0,6.0,6.0,5.0,3.0
717390,669923,87.0,5.0,4.0,8.0,1.0
717392,671096,90.0,6.0,3.0,3.0,2.0
717393,666142,81.0,5.0,3.0,4.0,2.0
717394,657756,61.0,3.0,1.0,6.0,2.0
717395,675911,97.0,6.0,10.0,8.0,0.0
717396,571927,86.0,5.0,4.0,4.0,3.0
717397,592836,96.0,5.0,3.0,3.0,3.0
717398,670912,107.0,7.0,10.0,1.0,3.0
717399,643493,21.0,1.0,2.0,2.0,1.0
717400,673540,103.0,6.0,9.0,4.0,2.0
717401,502043,84.0,6.0,1.0,9.0,2.0
717402,571760,87.0,6.0,4.0,6.0,1.0
717403,573186,91.0,6.0,3.0,3.0,1.0
717404,605135,96.0,6.0,5.0,7.0,0.0
717408,624133,97.0,6.0,3.0,6.0,3.0
717411,679525,92.0,6.0,11.0,5.0,1.0
717373,682243,70.0,5.0,3.0,5.0,1.0
717376,657006,82.0,6.0,6.0,9.0,1.0
717377,527048,86.0,5.0,2.0,5.0,4.0
717378,502624,85.0,5.0,1.0,3.0,2.0
717379,676664,90.0,7.0,7.0,4.0,0.0
717380,656427,92.0,6.0,7.0,3.0,3.0
717381,542881,85.0,3.0,5.0,5.0,2.0
717382,663903,92.0,8.0,4.0,7.0,0.0
717383,594902,57.0,4.0,3.0,3.0,0.0
717384,680694,100.0,8.0,8.0,3.0,1.0
717385,453286,97.0,7.0,6.0,1.0,3.0
717386,579328,89.0,5.0,4.0,2.0,3.0
717387,554430,101.0,7.0,7.0,5.0,0.0
717388,674370,64.0,3.0,3.0,4.0,2.0
717391,663465,37.0,2.0,1.0,7.0,1.0
717365,669302,94.0,5.0,5.0,7.0,1.0
717366,621112,97.0,6.0,3.0,9.0,2.0
717367,641540,96.0,7.0,4.0,5.0,1.0
717368,543475,83.0,6.0,4.0,3.0,1.0
717369,656288,120.0,6.0,12.0,6.0,3.0
717370,592767,99.0,6.0,7.0,8.0,1.0
717371,682990,73.0,6.0,2.0,7.0,2.0
717372,680570,91.0,6.0,4.0,7.0,2.0
717374,571945,92.0,6.0,3.0,7.0,0.0
717375,682227,98.0,6.0,3.0,4.0,3.0
717349,665622,80.0,6.0,6.0,3.0,1.0
717350,693433,87.0,4.0,4.0,8.0,3.0
717352,663776,99.0,8.0,7.0,2.0,3.0
717353,592791,92.0,6.0,4.0,7.0,1.0
717354,543135,93.0,6.0,2.0,2.0,3.0
717355,656234,24.0,1.0,2.0,3.0,0.0
717356,663738,77.0,5.0,3.0,6.0,2.0
717357,656756,92.0,6.0,5.0,6.0,2.0
717358,693821,76.0,3.0,4.0,7.0,1.0
717359,471911,82.0,5.0,5.0,6.0,2.0
717360,596133,61.0,3.0,6.0,4.0,1.0
717361,669330,59.0,2.0,2.0,6.0,2.0
717362,666201,92.0,4.0,0.0,3.0,5.0
717363,605400,98.0,8.0,6.0,4.0,0.0
717364,656605,102.0,6.0,1.0,10.0,2.0
717333,642232,82.0,6.0,4.0,6.0,0.0
717335,622491,104.0,6.0,11.0,6.0,2.0
717336,543294,97.0,6.0,5.0,5.0,0.0
717338,621244,106.0,6.0,9.0,4.0,3.0
717339,681217,85.0,6.0,10.0,4.0,2.0
717340,450203,103.0,6.0,4.0,6.0,3.0
717341,434378,100.0,8.0,7.0,3.0,1.0
717342,668933,96.0,7.0,3.0,5.0,2.0
717343,665152,91.0,5.0,1.0,4.0,4.0
717344,686610,90.0,5.0,5.0,5.0,3.0
717345,596295,94.0,6.0,5.0,8.0,0.0
717346,592351,63.0,5.0,4.0,8.0,1.0
717347,650911,86.0,5.0,3.0,6.0,1.0
717348,448179,97.0,6.0,1.0,8.0,1.0
717351,641712,66.0,3.0,1.0,5.0,0.0
717322,573186,99.0,4.0,4.0,7.0,4.0
717323,663687,74.0,6.0,6.0,4.0,0.0
717327,669923,99.0,7.0,10.0,4.0,0.0
717328,607192,93.0,7.0,9.0,6.0,0.0
717329,592836,102.0,7.0,6.0,6.0,2.0
717330,500779,77.0,5.0,3.0,6.0,0.0
717331,605135,92.0,6.0,5.0,4.0,1.0
717332,425844,62.0,4.0,1.0,4.0,2.0
717334,671096,106.0,8.0,6.0,1.0,2.0
717337,675911,100.0,7.0,13.0,4.0,1.0
717310,676664,95.0,6.0,1.0,8.0,1.0
717311,682243,75.0,6.0,6.0,3.0,2.0
717312,660271,87.0,7.0,9.0,6.0,1.0
717313,642547,97.0,5.0,5.0,6.0,3.0
