,game_pk,home_team,home_sp,np,ip,er,k,bb,h
2028,716753,CIN,671096,97,6.33,1.0,5,2,4
2029,716752,TEX,656756,68,3.67,6.0,0,2,7
2030,716750,KC,679525,60,2.67,6.0,1,2,7
2031,716743,SD,605483,113,6.0,0.0,8,4,3
2032,716748,COL,621389,93,6.0,5.0,2,3,9
2033,716747,AZ,677944,71,3.33,6.0,4,0,9
2034,716746,HOU,686613,94,4.0,3.0,5,4,5
2035,716745,MIL,607067,66,4.33,2.0,6,0,3
2036,716744,STL,680723,84,4.67,3.0,1,3,5
2037,716741,LAD,686218,76,4.0,1.0,6,3,3
2038,716749,CWS,605182,71,4.0,8.0,2,0,12
2039,716742,NYM,656731,85,5.33,3.0,6,2,5
2040,716740,WSH,680686,86,4.0,3.0,2,4,4
2041,716739,KC,664199,12,1.0,0.0,1,0,0
2042,716738,CIN,686730,87,4.0,3.0,7,2,5
2043,716737,TEX,592351,96,5.0,3.0,8,4,7
2044,716736,MIL,489119,89,6.33,4.0,4,3,4
2045,716735,HOU,664299,96,6.0,3.0,8,0,4
2046,716732,AZ,668678,99,5.33,5.0,4,1,8
2047,716733,STL,668868,92,7.0,3.0,6,0,7
2048,716731,OAK,666205,78,4.0,3.0,3,1,5
2049,716730,COL,502624,66,4.0,2.0,3,2,4
2050,716729,CLE,675540,78,5.33,1.0,6,1,6
2051,716728,SD,607625,89,6.0,0.0,4,1,3
2052,716725,LAD,676272,96,7.0,1.0,5,1,3
2053,716734,CWS,656629,44,1.67,2.0,2,5,1
2054,716727,CIN,622088,26,2.0,0.0,3,0,0
2055,716726,OAK,665622,70,4.67,3.0,3,3,3
2056,716724,TEX,571760,88,4.67,3.0,1,4,5
2057,716723,CHC,657006,107,8.0,0.0,12,2,2
2058,716722,TB,650644,98,5.33,3.0,12,3,2
2059,716721,AZ,518876,91,7.0,1.0,12,1,4
2060,716720,SD,448179,47,1.33,6.0,3,2,7
2061,716719,CLE,608337,76,3.0,9.0,3,3,7
2062,716718,PIT,682847,84,6.0,2.0,4,3,5
2063,716713,LAA,670046,87,6.0,3.0,4,2,7
2064,716681,KC,666142,92,6.0,0.0,7,0,1
2065,716717,CLE,676440,87,5.0,2.0,4,5,4
2066,716716,TB,621107,89,5.0,3.0,7,1,5
2067,716715,WSH,571578,83,4.0,8.0,2,1,7
2068,716714,PIT,656578,83,4.33,6.0,2,5,3
2069,716712,CIN,683175,95,4.67,5.0,7,2,6
2070,716711,NYY,543037,104,6.0,1.0,7,0,8
2071,716710,MIA,666200,90,6.0,2.0,6,1,4
2072,716703,SD,658648,91,6.67,0.0,1,6,2
2073,716708,CHC,543294,83,5.33,4.0,5,0,7
2074,716707,OAK,686610,90,6.0,0.0,3,3,4
2075,716706,LAA,672282,98,6.67,1.0,5,1,9
2076,716705,TEX,543135,35,1.33,4.0,1,1,5
2077,716704,KC,663903,59,5.0,6.0,2,1,9
2078,716702,AZ,694297,70,3.67,3.0,4,2,6
2079,716709,ATL,647336,60,3.0,5.0,6,1,4
2080,716696,TB,607192,103,6.0,1.0,14,1,3
2081,716700,CLE,668909,89,5.0,1.0,4,4,1
2082,716699,CHC,696136,87,6.67,2.0,1,0,9
2083,716698,OAK,676664,75,5.0,1.0,3,4,4
2084,716697,PIT,681882,35,1.0,3.0,2,3,1
2085,716701,WSH,672851,80,5.0,2.0,6,3,6
2086,716695,MIA,608638,25,1.0,0.0,2,1,0
2087,716691,SD,608379,94,4.0,3.0,6,3,7
2088,716693,CIN,680689,95,4.67,7.0,3,4,7
2089,716692,AZ,605200,72,3.0,5.0,2,3,6
2090,716690,LAA,663776,107,5.0,4.0,3,4,7
2091,716689,ATL,675911,65,2.67,6.0,5,3,6
2092,716688,KC,543475,91,5.33,3.0,0,1,7
2093,716687,TEX,453286,60,3.0,7.0,4,2,6
2094,716694,NYY,657376,99,6.33,3.0,6,0,5
2095,716686,NYY,607074,73,3.67,7.0,4,0,8
2096,716685,CHC,665871,87,5.33,3.0,0,1,7
2097,716684,LAA,646242,30,1.67,0.0,0,1,2
2098,716683,TB,641793,86,8.0,1.0,4,1,5
2099,716682,MIA,666129,91,3.67,1.0,4,3,3
2100,716680,ATL,608331,103,6.0,3.0,4,2,6
2101,716678,CHC,592791,77,6.0,0.0,9,1,1
2102,716677,CIN,671096,75,4.0,6.0,3,3,4
2103,716676,WSH,669022,89,4.0,4.0,4,2,6
2104,716675,DET,681857,104,6.67,2.0,5,1,2
2105,716679,PHI,650911,82,5.0,0.0,4,1,4
2106,716674,ATL,693821,95,7.0,2.0,9,1,4
2107,716673,TOR,579328,88,5.0,1.0,8,1,3
2108,716669,HOU,686613,85,4.33,6.0,5,2,6
2109,716671,TB,671737,93,6.33,4.0,5,2,6
2110,716670,NYY,622663,70,4.0,2.0,5,1,4
2111,716668,SF,690986,90,5.0,3.0,5,2,5
2112,716667,LAA,656288,92,5.33,3.0,3,2,8
2113,716666,MIN,572971,75,5.0,2.0,6,2,3
2114,716665,TEX,656756,88,5.67,5.0,6,1,8
2115,716672,BOS,656557,79,5.33,5.0,5,2,8
2116,716664,BOS,519242,80,4.0,6.0,5,2,6
2117,716663,SF,657277,93,6.0,0.0,4,1,3
2118,716662,WSH,663623,88,6.0,1.0,4,2,3
2119,716661,TOR,592332,105,8.0,1.0,10,1,2
2120,716660,CHC,657006,95,7.0,1.0,6,0,6
2121,716659,NYY,650633,79,5.0,1.0,9,1,4
2122,716657,TEX,543135,47,2.33,0.0,3,2,3
2123,716658,DET,669373,95,5.0,0.0,9,1,2
2124,716655,CIN,686730,77,3.0,4.0,1,3,5
2125,716654,MIN,628317,83,5.33,2.0,2,1,5
2126,716653,PHI,605400,84,4.33,4.0,6,0,7
2127,716651,ATL,689266,75,4.0,4.0,2,3,7
2128,716650,LAA,542881,97,8.0,2.0,4,1,4
2129,716649,HOU,664299,82,4.0,4.0,5,3,4
2130,716656,TB,650644,81,5.0,4.0,3,3,4
2131,716648,DET,687830,73,5.0,2.0,5,0,4
2132,716647,WSH,592866,101,4.33,6.0,4,4,8
2133,716646,NYY,543037,106,7.0,0.0,9,0,3
2134,716645,TB,621107,83,5.0,3.0,6,2,7
2135,716644,ATL,642216,86,6.33,2.0,8,0,6
2136,716643,PHI,624133,87,6.33,3.0,10,3,2
2137,716642,CIN,668881,109,6.0,0.0,9,4,1
2138,716652,BOS,678394,92,5.0,3.0,4,0,7
2139,716640,HOU,641585,97,6.0,1.0,5,5,4
2140,716639,MIN,641154,106,8.0,0.0,14,0,2
2141,716638,CHC,543294,82,5.67,2.0,4,1,7
2142,716637,TEX,592351,60,2.67,3.0,3,2,4
2143,716634,SF,676775,80,6.0,3.0,9,0,5
2144,716633,LAA,670046,86,5.0,1.0,4,1,6
2145,716641,TOR,621244,100,7.0,2.0,7,2,5
2146,717664,PHI,592836,103,5.33,5.0,5,3,6
2147,716636,BAL,665152,88,4.33,5.0,2,4,7
2148,716635,PIT,656578,63,4.0,4.0,1,2,4
2149,716632,SF,502171,79,5.0,0.0,2,1,3
2150,716630,TOR,605135,101,5.33,5.0,3,3,9
2151,716629,MIN,543243,89,4.0,1.0,5,1,6
2152,716627,NYM,500779,90,5.0,2.0,4,2,5
2153,716625,COL,607536,82,6.0,3.0,2,0,8
2154,716624,HOU,664285,96,7.0,3.0,10,1,4
2155,716623,SEA,669302,93,7.0,3.0,5,1,6
2156,716622,LAD,694813,65,5.33,7.0,2,1,9
2157,716590,PHI,547179,96,5.0,4.0,3,2,5
2158,716626,MIL,605540,106,9.0,0.0,7,1,6
2159,716617,DET,666214,69,2.67,2.0,1,3,6
2160,716631,CWS,657053,46,1.0,8.0,1,2,6
2161,716628,BOS,601713,90,5.33,3.0,10,1,4
2162,716621,BAL,607644,75,5.0,3.0,1,0,5
2163,716620,PIT,663559,67,6.0,1.0,4,1,4
2164,716619,SF,640455,80,5.67,1.0,5,2,2
2165,716618,PHI,554430,96,5.0,6.0,4,3,7
2166,716616,TOR,547943,82,6.0,3.0,5,1,5
2167,716612,BOS,676710,93,4.67,1.0,7,3,3
2168,716614,HOU,434378,94,7.0,5.0,7,0,8
2169,716613,MIN,657746,102,4.67,2.0,7,2,5
2170,716611,CWS,656302,102,5.33,1.0,8,1,4
2171,716610,MIL,642547,95,6.33,1.0,9,0,2
2172,716609,COL,623167,84,5.33,3.0,5,2,9
2173,716608,LAD,458681,111,7.0,2.0,3,2,5
2174,716606,SEA,693433,83,5.67,0.0,8,0,4
2175,716615,NYM,676130,91,5.0,1.0,7,3,2
2176,716607,MIN,572971,78,4.0,4.0,3,3,6
2177,716605,SF,690986,82,4.0,3.0,3,1,7
2178,716604,BAL,502043,104,6.67,1.0,4,3,3
2179,716602,SEA,622491,104,6.0,2.0,8,3,3
2180,716601,DET,593958,94,5.33,4.0,5,5,4
2181,716600,PIT,681882,24,1.0,1.0,3,0,2
2182,716603,PHI,650911,96,7.33,4.0,10,1,8
2183,716598,CWS,605182,82,6.0,2.0,7,0,6
2184,716596,HOU,686613,78,5.0,0.0,7,2,0
2185,716595,NYM,664192,99,7.0,0.0,2,3,5
2186,716594,TOR,579328,89,5.0,6.0,3,2,5
2187,716592,MIL,656730,9,1.0,0.0,1,0,1
2188,716589,LAD,686752,90,6.0,4.0,5,0,6
2189,716599,COL,621389,80,5.0,3.0,4,1,9
2190,716597,BOS,656557,105,6.0,0.0,7,3,4
2191,716593,BOS,687798,15,1.0,0.0,1,1,0
2192,716591,PIT,656605,92,8.0,0.0,7,1,2
2193,716588,NYM,673540,103,6.0,0.0,10,2,2
2194,716587,TOR,592332,109,4.67,4.0,5,6,6
2195,716585,MIL,605288,82,5.0,2.0,5,0,5
2196,716584,DET,681857,94,6.0,1.0,7,4,2
2197,716580,CWS,570632,90,6.33,6.0,8,0,7
2198,716586,BAL,680694,100,7.0,4.0,5,0,7
2199,716576,TOR,621244,90,7.0,0.0,8,0,5
2200,716582,MIA,456501,70,4.0,3.0,2,0,7
2201,716583,BAL,656427,79,4.0,3.0,6,1,6
2202,716579,PIT,670912,96,5.0,1.0,7,5,4
2203,716578,MIL,489119,92,5.67,3.0,3,2,5
2204,716577,KC,425844,48,2.0,0.0,1,1,3
2205,716575,CLE,608337,100,7.0,0.0,12,1,2
2206,716568,SEA,669923,81,6.0,4.0,7,2,5
2207,716573,CWS,669947,94,4.0,5.0,5,3,7
2208,716572,STL,668868,89,5.0,4.0,4,2,5
2209,716571,COL,502624,101,7.0,1.0,7,5,0
2210,716570,LAA,656288,109,6.0,4.0,7,1,8
2211,716569,OAK,656794,79,3.0,4.0,2,3,5
2212,716567,AZ,694297,73,5.33,0.0,6,1,4
2213,716574,NYM,656849,95,5.67,2.0,10,2,6
2214,716581,COL,608718,36,2.0,2.0,1,2,2
2215,716566,TOR,605135,110,7.0,2.0,5,3,4
2216,716565,MIA,663773,64,4.33,3.0,2,1,4
2217,716564,OAK,695243,33,1.0,2.0,2,3,2
2218,716563,PIT,682847,88,4.67,4.0,2,6,6
2219,716562,CLE,676440,84,5.33,1.0,4,0,5
2220,716561,BAL,680570,95,8.0,0.0,7,0,5
2221,716560,KC,666142,100,6.0,5.0,7,2,6
2222,716559,MIL,669203,100,5.67,4.0,9,3,5
2223,716558,AZ,605200,81,4.0,3.0,5,2,5
2224,716557,STL,571945,93,6.0,5.0,2,0,8
2225,716556,CWS,657053,74,5.0,1.0,8,1,3
2226,716555,NYM,656731,97,5.67,2.0,2,2,9
2227,716554,LAA,542881,107,5.0,4.0,7,5,4
2228,716552,SEA,682243,86,5.33,0.0,4,1,4
2229,716550,COL,607536,41,3.0,1.0,1,1,4
2230,716551,PIT,681882,20,2.0,0.0,0,1,0
2231,716553,BAL,665152,86,5.0,1.0,5,2,2
2232,716548,TOR,547943,83,4.67,0.0,2,2,6
2233,716547,KC,543475,95,6.0,4.0,6,1,6
2234,716546,MIA,666200,97,6.0,0.0,8,2,4
2235,716545,NYM,500779,94,6.67,2.0,2,1,8
2236,716544,LAA,623474,12,1.0,0.0,2,0,0
2237,716549,CLE,668909,97,6.0,1.0,7,2,4
2238,716542,CWS,656302,106,6.0,3.0,5,3,4
2239,716541,STL,641712,66,5.0,3.0,3,3,5
2240,716540,COL,623167,94,5.33,4.0,5,0,5
2241,716538,OAK,671212,58,3.0,0.0,4,2,1
2242,716537,SEA,669302,86,5.0,5.0,6,1,7
2243,716536,AZ,669194,75,3.33,2.0,3,3,4
2244,716543,MIL,605540,106,6.0,1.0,6,0,3
2245,716539,WSH,672851,87,5.0,5.0,5,2,9
2246,716535,MIA,665795,77,5.33,1.0,4,1,4
2247,716534,CIN,683175,93,7.0,2.0,7,1,3
2248,716533,TEX,656756,95,7.0,1.0,8,0,5
2249,716532,ATL,657140,78,4.0,4.0,5,4,5
2250,716531,STL,425794,93,7.0,0.0,3,2,4
2251,716530,HOU,434378,89,6.0,3.0,5,1,8
2252,716529,KC,663903,77,6.0,4.0,4,2,8
2253,716528,LAD,458681,93,5.0,3.0,6,2,6
2254,716527,OAK,676664,89,5.67,4.0,6,4,6
2255,716526,SD,608379,91,5.0,2.0,6,0,5
2256,716524,TB,671737,82,5.0,1.0,6,1,3
2257,716525,WSH,671131,78,6.33,2.0,2,1,6
2258,716523,MIA,666129,91,6.0,0.0,7,0,5
2259,716522,CIN,518585,29,1.67,1.0,4,1,0
2260,716521,ATL,675911,91,7.0,3.0,11,0,4
2261,716520,NYY,657376,91,5.0,4.0,1,2,4
2262,716519,TEX,543135,82,5.0,3.0,3,3,4
2263,716511,AZ,668678,93,5.0,4.0,6,3,6
2264,716517,KC,674444,39,1.67,0.0,2,4,1
2265,716516,SD,605483,104,7.0,0.0,10,4,0
2266,716515,STL,680723,62,3.33,5.0,3,2,6
2267,716514,HOU,686613,85,5.33,7.0,5,2,6
2268,716512,OAK,621112,93,5.0,2.0,4,1,4
2269,716510,LAD,657571,17,1.0,1.0,3,0,1
2270,716518,CHC,665871,84,5.0,1.0,8,1,5
2271,716513,WSH,680686,91,5.0,1.0,4,3,5
2272,716509,ATL,693821,72,3.67,4.0,0,5,3
2273,716508,HOU,664299,91,5.0,1.0,11,2,3
2274,716507,TEX,592351,39,2.33,4.0,1,1,4
2275,716506,CIN,668881,92,7.0,1.0,14,1,3
2276,716505,KC,425844,57,3.67,2.0,5,0,5
2277,716504,OAK,683155,90,4.67,5.0,2,1,6
2278,716501,TB,650644,74,3.0,6.0,7,0,7
2279,716502,NYY,650633,101,7.0,1.0,13,0,5
2280,716500,SD,607625,99,6.0,2.0,7,2,7
2281,716499,AZ,518876,104,6.67,1.0,5,3,3
2282,716497,CHC,657006,76,3.0,6.0,6,0,8
2283,716495,STL,668868,92,5.0,4.0,4,1,5
2284,716494,LAD,676272,98,6.0,2.0,7,1,3
2285,716503,MIA,691587,69,3.0,2.0,2,3,3
2286,716498,TB,621107,92,5.0,2.0,10,1,6
2287,716496,WSH,663623,80,2.67,5.0,1,3,7
2288,716493,CHC,543294,95,6.0,1.0,5,2,7
2289,716492,NYY,543037,107,8.0,1.0,9,0,2
2290,716491,STL,571945,97,5.0,5.0,4,1,9
2291,716490,PHI,624133,97,6.67,4.0,6,2,5
2292,716489,CLE,683769,56,3.0,0.0,1,2,1
2293,716488,OAK,665622,80,5.0,4.0,5,1,6
2294,716484,LAD,686218,93,4.67,1.0,9,4,0
2295,716487,CIN,671096,84,4.33,2.0,7,2,4
2296,716486,CHC,592791,101,6.0,0.0,7,4,4
2297,716485,WSH,571578,68,4.33,5.0,1,1,5
2298,716483,CLE,669456,81,5.0,4.0,5,1,6
2299,716482,MIA,608638,13,0.67,0.0,0,2,0
2300,716481,PHI,592836,105,6.0,2.0,4,1,5
2301,716480,NYY,596133,78,5.33,0.0,3,0,4
2302,716474,LAD,657571,12,1.0,0.0,0,1,0
2303,716478,BOS,519242,90,5.0,0.0,7,1,3
2304,716477,TEX,641540,76,5.33,4.0,2,2,4
2305,716476,SD,663362,96,5.67,1.0,9,2,3
2306,716475,MIN,641154,90,6.0,3.0,7,1,5
2307,716473,HOU,664285,92,5.33,6.0,10,3,4
2308,716472,OAK,686610,101,6.0,2.0,7,0,4
2309,716479,TB,607192,101,5.33,4.0,7,4,3
2310,716465,MIN,543243,93,6.0,1.0,8,0,4
2311,716470,OAK,671212,94,6.0,0.0,5,1,5
2312,716469,CHC,573186,64,3.0,3.0,2,1,5
2313,716468,BOS,601713,92,7.0,0.0,7,1,3
2314,716466,PHI,554430,99,7.0,3.0,6,1,8
2315,716464,CLE,615698,93,4.0,1.0,4,4,5
2316,716461,TEX,656756,102,7.0,0.0,6,2,5
2317,716462,CIN,683175,99,5.0,3.0,9,3,5
2318,716460,MIA,666200,86,5.0,2.0,4,3,2
2319,716457,SD,607259,62,4.0,0.0,3,3,2
2320,716456,LAD,477132,76,5.0,0.0,5,2,2
2321,716455,HOU,641585,91,5.0,2.0,5,1,7
2322,716463,TB,641793,99,5.67,0.0,6,1,5
2323,716467,WSH,672851,88,4.67,4.0,5,4,5
2324,716459,WSH,671131,86,5.0,1.0,4,2,3
2325,716458,NYY,607074,93,6.33,3.0,4,1,5
2326,716454,PHI,650911,96,7.0,2.0,10,1,3
2327,716453,BOS,676710,93,5.33,3.0,7,3,4
2328,716451,CIN,682227,74,4.33,2.0,3,1,4
2329,716450,CLE,663474,52,1.67,3.0,0,6,1
2330,716452,TB,671737,92,7.0,6.0,4,2,7
2331,716448,HOU,686613,65,3.0,6.0,4,1,6
2332,716447,MIA,665795,84,5.0,1.0,5,2,5
2333,716446,TEX,543135,86,5.0,5.0,6,2,6
2334,716445,MIN,657746,91,6.0,3.0,10,0,7
2335,716444,SD,608379,104,7.0,2.0,6,1,6
2336,716442,OAK,676664,97,5.0,2.0,7,2,6
2337,716439,LAD,458681,99,6.0,2.0,6,3,5
2338,716449,CHC,696136,88,6.0,3.0,3,1,4
2339,716471,NYY,657376,79,4.0,2.0,3,3,3
2340,716441,SF,657277,110,9.0,1.0,7,0,9
2341,716440,LAA,663776,65,3.0,0.0,2,5,2
2342,716436,SEA,622491,92,6.0,5.0,8,1,8
2343,716431,TOR,592332,105,7.0,0.0,5,2,3
2344,716437,SF,605154,23,1.33,1.0,2,0,1
2345,716435,CLE,608337,98,3.33,5.0,5,5,4
2346,716438,COL,502624,91,5.0,0.0,4,2,5
2347,716433,DET,681857,92,5.67,1.0,7,2,5
2348,716432,PHI,605400,90,6.67,1.0,8,0,4
2349,716429,ATL,693821,77,3.67,5.0,2,4,7
2350,716434,BAL,680694,104,8.0,0.0,4,2,3
2351,716427,CWS,570632,74,4.0,4.0,2,3,4
2352,716425,SEA,669923,84,6.0,0.0,4,1,5
2353,716424,COL,663372,57,3.0,5.0,0,1,6
2354,716423,MIL,605288,80,5.0,2.0,5,2,3
2355,716422,LAA,672282,100,7.0,1.0,7,4,4
2356,716421,MIN,641927,86,5.0,0.0,8,0,2
2357,716428,BOS,656557,72,3.0,6.0,2,0,10
2358,716430,NYM,673540,96,5.0,2.0,8,3,3
2359,716426,SF,640455,100,6.0,2.0,8,0,7
2360,716419,BOS,678394,100,6.0,5.0,3,2,9
2361,716418,CLE,669456,82,6.0,1.0,7,0,5
2362,716417,CWS,672715,54,2.33,3.0,3,2,3
2363,716416,BAL,680570,87,5.67,1.0,5,0,6
2364,716415,PHI,624133,90,4.67,6.0,4,2,9
2365,716420,LAA,656288,111,6.0,2.0,5,2,5
2366,716413,TOR,621244,89,6.0,4.0,10,3,5
2367,716412,ATL,670241,90,6.0,2.0,5,2,4
2368,716411,NYM,664192,91,6.0,2.0,3,2,7
2369,716410,MIN,641154,77,4.33,3.0,6,1,5
2370,716408,MIL,489119,89,5.0,1.0,2,1,6
2371,716407,SEA,682243,68,4.0,4.0,4,1,6
2372,716406,COL,663562,86,4.33,4.0,4,2,7
2373,716414,DET,669373,52,4.0,0.0,8,0,2
2374,716443,CWS,657053,85,4.0,1.0,4,3,3
2375,716409,PHI,554430,67,4.0,1.0,5,1,4
2376,716405,COL,623167,96,6.0,3.0,3,2,6
2377,716404,NYM,656849,113,7.0,0.0,8,4,4
2378,716403,TOR,605135,106,7.67,0.0,12,1,5
2379,716401,DET,687830,92,5.0,2.0,6,2,4
2380,716400,MIN,543243,55,4.0,1.0,4,1,3
2381,716399,ATL,700363,64,3.67,1.0,2,1,0
2382,716397,SEA,669302,97,6.0,2.0,5,0,3
2383,716396,MIL,669203,66,4.0,0.0,4,1,5
2384,716402,BAL,665152,88,5.33,0.0,8,1,2
2385,716398,PIT,674370,36,2.0,0.0,2,1,2
2386,716395,DET,666214,62,2.33,7.0,2,3,8
2387,716394,ATL,642216,83,5.33,6.0,2,2,6
2388,716392,TOR,579328,76,5.0,3.0,4,2,5
2389,716391,CWS,656302,104,5.0,1.0,7,2,4
2390,716390,BAL,607644,82,6.33,2.0,4,0,3
2391,716389,KC,543475,88,6.0,5.0,4,1,4
2392,716387,COL,621389,88,5.0,4.0,4,2,7
2393,716386,LAA,681217,61,4.0,1.0,3,3,2
2394,716385,MIL,607067,67,5.0,0.0,6,0,2
2395,716384,AZ,668678,104,6.33,2.0,7,1,7
2396,716382,SF,676775,75,5.33,6.0,5,0,6
2397,716379,SEA,693433,82,3.67,0.0,5,3,2
2398,716388,STL,663765,50,1.67,7.0,0,1,6
2399,716393,NYM,500779,96,4.0,3.0,5,0,7
2400,716383,TOR,547943,52,3.0,2.0,1,0,7
2401,716381,SF,663941,70,5.0,1.0,3,1,6
2402,716378,PIT,682990,98,5.33,4.0,3,1,10
2403,716377,BAL,502043,80,5.0,0.0,4,1,7
2404,716376,NYM,656731,101,7.33,1.0,7,2,4
2405,716375,KC,674444,15,1.0,0.0,1,0,1
2406,716380,DET,676684,16,1.0,0.0,0,0,1
2407,716373,MIL,641778,81,4.0,8.0,2,4,9
2408,716372,STL,680723,90,4.33,4.0,7,3,7
2409,716371,LAA,681806,28,2.0,1.0,2,1,1
2410,716370,AZ,518876,93,7.0,1.0,5,2,5
2411,716369,ATL,675911,94,5.0,3.0,7,3,6
2412,716368,COL,571863,13,1.0,0.0,2,0,1
2413,716366,SEA,622491,86,2.67,4.0,4,5,5
2414,716374,CWS,605182,49,1.67,6.0,2,2,7
2415,716364,MIL,605288,72,5.0,0.0,5,2,3
2416,716363,SF,690986,94,5.0,0.0,4,2,0
2417,716362,PIT,656578,49,4.0,0.0,2,1,1
2418,716361,DET,593958,94,7.0,1.0,5,1,4
2419,716360,SEA,669923,75,6.0,0.0,7,0,3
2420,716359,COL,608718,10,1.0,0.0,1,0,0
2421,716355,NYM,676130,99,6.0,2.0,4,2,5
2422,716357,TOR,641149,89,4.0,9.0,3,3,10
2423,716356,CWS,570632,99,6.0,0.0,3,3,4
2424,716354,ATL,689266,89,6.0,5.0,1,1,9
2425,716353,STL,571945,90,7.0,3.0,10,0,7
2426,716352,KC,425844,70,5.0,1.0,2,2,4
2427,716365,LAA,608334,75,5.0,0.0,3,3,2
2428,716358,AZ,669459,12,0.33,2.0,1,1,2
2429,716367,BAL,680694,32,2.0,0.0,5,1,0
